Symbol,% Chg(Open),Last Trade,Change,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                ,Exchange,P/E (ttm), 
ITRI  ,-6.18      ,60.75     ,-3.95 ,64.75 ,58.35 ,520165    ,64.70     ,64.75 ,-6.11   ,2.48B     ,Information Technology,NGM/NGS ,86.15    , 
ENDP  ,-6.00      ,13.00     ,-0.65 ,13.91 ,12.62 ,15479346  ,13.65     ,13.83 ,-4.76   ,3.04B     ,Health Care           ,NGM/NGS ,--       , 
AEO   ,-5.48      ,13.96     ,-1.89 ,14.96 ,13.85 ,13635593  ,15.85     ,14.77 ,-11.92  ,2.88B     ,Consumer Discretionary,NYSE    ,12.31    , 
STMP  ,-4.70      ,121.60    ,-4.50 ,128.25,120.60,341938    ,126.10    ,127.60,-3.57   ,2.15B     ,Information Technology,NCM     ,30.61    , 
FSLR  ,-4.43      ,34.92     ,-1.27 ,36.88 ,34.87 ,2568842   ,36.19     ,36.54 ,-3.51   ,3.77B     ,Information Technology,NASDAQ  ,--       , 
ACAD  ,-3.75      ,36.67     ,-1.44 ,38.66 ,36.45 ,2860421   ,38.11     ,38.10 ,-3.78   ,4.62B     ,Health Care           ,NCM     ,--       , 
ZION  ,-3.66      ,46.56     ,+1.66 ,48.33 ,45.95 ,2182312   ,44.90     ,48.33 ,+3.70   ,9.09B     ,Financials            ,NGM/NGS ,22.56    , 
FLT   ,-3.66      ,164.74    ,-5.26 ,171.78,163.96,1533969   ,170.00    ,170.99,-3.09   ,15.61B    ,Information Technology,NYSE    ,35.79    , 
TSRO  ,-3.63      ,179.85    ,-8.52 ,189.97,178.47,924275    ,188.37    ,186.62,-4.52   ,10.06B    ,Health Care           ,NGM/NGS ,--       , 
KROTY ,-3.55      ,4.35      ,-0.14 ,4.51  ,4.29  ,13592     ,4.49      ,4.51  ,-3.12   ,7.15B     ,Consumer Discretionary,OTC     ,20.21    , 
LC    ,-3.49      ,5.26      ,-0.08 ,5.51  ,5.17  ,5927054   ,5.34      ,5.45  ,-1.50   ,2.11B     ,Financials            ,NYSE    ,--       , 
VRX   ,-3.41      ,14.05     ,-0.33 ,14.58 ,14.00 ,17117896  ,14.38     ,14.55 ,-2.27   ,4.89B     ,Health Care           ,NYSE    ,--       , 
OUT   ,-3.39      ,25.10     ,-0.85 ,26.16 ,24.97 ,532249    ,25.95     ,25.98 ,-3.28   ,3.59B     ,Real Estate           ,NYSE    ,39.37    , 
GRPN  ,-3.37      ,4.155     ,-0.075,4.30  ,4.13  ,10621672  ,4.23      ,4.30  ,-1.77   ,2.38B     ,Consumer Discretionary,NASDAQ  ,--       , 
JWN   ,-3.33      ,45.31     ,-1.35 ,47.05 ,44.70 ,3416643   ,46.66     ,46.87 ,-2.89   ,7.93B     ,Consumer Discretionary,NYSE    ,23.10    , 
URBN  ,-3.14      ,25.30     ,-0.73 ,26.32 ,25.01 ,2558482   ,26.03     ,26.12 ,-2.80   ,3.03B     ,Consumer Discretionary,NGM/NGS ,13.53    , 
LAMR  ,-2.90      ,75.51     ,+0.03 ,77.76 ,75.28 ,302321    ,75.48     ,77.76 ,+0.04   ,6.25B     ,Real Estate           ,NGM/NGS ,24.75    , 
