Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume    ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                         ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap  ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
NVDA  ,-2.41      ,+533.27              ,100.91    ,24452432  ,42.17    ,63.84B    ,240            ,+1.30                     ,35.19     ,106.13    ,0.53 ,-98.85      ,2.77                   ,8.57              ,14.90                  ,105.06                 ,Semiconductors & Semiconductor Equipment      ,NGM/NGS ,NVIDIA CORP              ,Semiconductors                       ,0.56    ,108.38        ,100.89,200     ,10970045     ,15467799    ,222.90                  ,158.09                 ,Yes       ,103.40,104.42,100.91,76.94                 ,14658496      ,16801268   ,166.81                   ,145.54                ,No                ,Information Technology,0.50          ,108.38    ,100.81,600     ,15313432    ,219.68                    ,159.68                 ,1.19B          ,No                  ,C  ,***      ,B                  ,42.86          ,8.57                  ,37.14           ,8.57                   ,2.86            ,35                ,2.20              ,1.67B     ,6.91B  ,1.67B   ,589M              ,2.57    ,2.57      ,1.08      ,3.28        ,1.12      ,0.74      ,0.90      ,11.82                       ,24.11   ,670.94            ,-7.47 ,-8.04                  ,+3.16                      ,+14.65                 ,+1.80                   ,+432.85              ,+661.12              ,+132.78              ,+1.26     ,109.65       ,110.00   ,16.50                  ,97.15     ,34.40    ,97.23                   ,5.79                         ,-6.89   ,-4.98,-3.49                  ,-0.06                 ,+4.06                  ,+15.63                   ,+1.66                ,+2.18                ,+32.57            ,77              ,110.00    ,120.92  ,107.42      ,95.17   ,-66.41               ,3.51           ,-2.49    ,-4.59,+1.39                   ,+3.32                    ,+3.89                    ,+1.92                 ,+207.91              ,+801.90              ,+59.41               ,+19.36            ,110.00     ,120.92    ,107.25   ,95.17  ,3.61         ,44.00            ,-0.10         ,1.81              ,--                   ,42.17                    ,12.59           ,34.52        ,33.00                ,9.24     ,107.35    ,107.05    ,96.68      ,105.91    ,98.61      ,58.21                ,51.19     ,32.93                   ,1.15 ,112.45              ,10.71                     ,-2.18          ,106.61    ,81.38      ,106.76    ,104.73    ,95.66      ,47.24     ,55.68                ,24.88         ,57.79,0.57       ,-16.39         ,6.64                      ,105.06    ,102.28     ,103.83    ,54.44                ,19.81                   ,77.83   ,97.67                  ,2.18           ,-6.00                     ,18377.91  , 
NTES  ,-4.26      ,+341.46              ,272.65    ,1165766   ,21.57    ,37.82B    ,269            ,+1.32                     ,31.52     ,284.82    ,-0.10,-96.29      ,7.27                   ,-20.18            ,18.65                  ,286.87                 ,Internet Software & Services                  ,NGM/NGS ,NETEASE INC              ,Internet Software & Services         ,3.30    ,285.22        ,272.46,100     ,865019       ,1107010     ,134.77                  ,105.31                 ,No        ,284.77,286.30,272.73,56.91                 ,926770        ,1120004    ,125.79                   ,104.09                ,No                ,Information Technology,1.20          ,285.22    ,271.58,200     ,930308      ,135.30                    ,125.31                 ,245.95M        ,No                  ,-- ,--       ,--                 ,68.00          ,12.00                 ,16.00           ,4.00                   ,--              ,25                ,1.56              ,1.78B     ,5.75B  ,1.78B   ,132.6M            ,13.22   ,13.22     ,7.69      ,16.94       ,5.46      ,5.12      ,4.17      ,26.87                       ,4.58    ,--                ,-12.57,-10.68                 ,-0.57                      ,+31.64                 ,+5.83                   ,+177.73              ,+433.67              ,+48.51               ,+0.73     ,286.88       ,298.39   ,22.36                  ,280.31    ,130.82   ,92.73                   ,4.80                         ,-4.41   ,-0.45,+53.27                 ,-0.06                 ,-3.08                  ,+12.48                   ,+32.89               ,+32.32               ,+36.60            ,11              ,292.81    ,308.65  ,283.30      ,280.31  ,-140.76              ,13.65          ,-12.12   ,-0.16,+3.73                   ,-1.65                    ,-1.07                    ,+15.72                ,+100.74              ,+453.70              ,+18.74               ,+24.88            ,298.39     ,308.66    ,280.35   ,215.63 ,14.72        ,96.00            ,-1.07         ,0.93              ,--                   ,21.57                    ,6.92            ,--           ,16.83                ,6.57     ,284.75    ,279.25    ,254.34     ,285.05    ,261.85     ,47.49                ,52.71     ,29.31                   ,3.71 ,296.16              ,-7.05                     ,45.62          ,272.64    ,237.31     ,285.73    ,276.92    ,256.62     ,49.40     ,56.33                ,33.40         ,17.09,2.10       ,13.91          ,56.01                     ,286.87    ,253.47     ,273.60    ,55.39                ,14.64                   ,17.61   ,277.57                 ,-19.51         ,30.22                     ,-2819.19  , 
BURL  ,-1.94      ,+229.57              ,93.92     ,623762    ,31.91    ,6.75B     ,43             ,-0.41                     ,46.02     ,95.13     ,1.61 ,-70.98      ,1.72                   ,-4.39             ,30.28                  ,94.97                  ,Specialty Retail                              ,NYSE    ,BURLINGTON STORES INC    ,Apparel Retail                       ,--      ,96.05         ,93.92 ,100     ,607372       ,1079527     ,102.57                  ,57.71                  ,No        ,95.85 ,96.27 ,93.99 ,98.64                 ,666800        ,912157     ,93.42                    ,68.29                 ,No                ,Consumer Discretionary,--            ,96.05     ,93.92 ,100     ,767489      ,99.37                     ,81.17                  ,58.76M         ,No                  ,B  ,--       ,--                 ,56.25          ,37.50                 ,6.25            ,--                     ,--              ,16                ,1.50              ,215.87M   ,5.58B  ,215.87M ,70.26M            ,3.01    ,3.01      ,1.99      ,3.89        ,0.87      ,-0.09     ,0.05      ,16.24                       ,3.87    ,139.54            ,-2.06 ,-4.18                  ,+1.13                      ,+11.46                 ,+8.33                   ,+63.73               ,0.00                 ,+45.84               ,+0.52     ,98.32        ,98.32    ,2.05                   ,92.22     ,51.19    ,98.28                   ,1.41                         ,-2.14   ,-0.20,+8.82                  ,-0.02                 ,+1.05                  ,+13.55                   ,+13.33               ,+14.80               ,-290.09           ,8               ,98.32     ,98.32   ,95.61       ,92.22   ,-42.76               ,2.28           ,-1.86    ,-0.21,-0.40                   ,+1.08                    ,+1.10                    ,+7.38                 ,+72.99               ,0.00                 ,+20.08               ,+8.39             ,98.32      ,98.32     ,94.49    ,79.80  ,2.32         ,86.00            ,-0.04         ,1.37              ,--                   ,31.91                    ,--              ,-2266.21     ,24.71                ,1.21     ,95.74     ,89.80     ,85.07      ,94.55     ,87.43      ,58.82                ,56.79     ,20.18                   ,29.02,97.59               ,1.79                      ,8.64           ,88.93     ,81.45      ,95.32     ,91.27     ,86.05      ,56.25     ,59.29                ,8.04          ,59.44,1.90       ,10.78          ,8.92                      ,94.97     ,87.17      ,90.41     ,60.54                ,23.71                   ,77.29   ,92.36                  ,-0.25          ,13.14                     ,-407.15   , 
OCLR  ,-3.37      ,+216.77              ,9.18      ,5113656   ,28.74    ,1.59B     ,42             ,-2.25                     ,41.22     ,9.62      ,0.10 ,-71.35      ,6.98                   ,-0.04             ,13.05                  ,9.41                   ,Communications Equipment                      ,NASDAQ  ,OCLARO INC               ,Communications Equipment             ,--      ,9.55          ,9.17  ,3300    ,8679147      ,7158040     ,58.92                   ,71.44                  ,No        ,9.50  ,9.58  ,9.18  ,71.50                 ,10832266      ,9589766    ,47.21                    ,53.32                 ,No                ,Information Technology,--            ,9.55      ,9.15  ,4300    ,10891827    ,92.23                     ,46.95                  ,86.69M         ,No                  ,C  ,--       ,B-                 ,80.00          ,10.00                 ,10.00           ,--                     ,--              ,10                ,1.30              ,8.58M     ,407.91M,8.58M   ,166.59M           ,0.33    ,0.08      ,-0.53     ,0.74        ,0.18      ,-1.40     ,-1.32     ,17.50                       ,2.10    ,241.51            ,-0.37 ,-0.70                  ,+1.47                      ,+0.5468                ,+1.67                   ,+395.96              ,+149.24              ,+101.23              ,+1.74     ,9.94         ,10.55    ,1.72                   ,8.02      ,4.25     ,93.02                   ,5.14                         ,-3.87   ,-0.05,+0.37                  ,-0.09                 ,+0.1136                ,+6.07                    ,+6.70                ,+9.72                ,+16.28            ,9               ,10.55     ,11.30   ,9.46        ,8.02    ,-4.90                ,0.40           ,-0.32    ,-0.52,-0.22                   ,+0.1385                  ,+1.20                    ,+0.1571               ,+81.85               ,+679.37              ,+14.85               ,+10.28            ,10.55      ,11.30     ,9.46     ,8.02   ,0.43         ,75.00            ,-0.03         ,1.24              ,--                   ,123.10                   ,6.50            ,38.51        ,12.85                ,3.90     ,9.82      ,9.61      ,9.03       ,9.58      ,9.10       ,48.06                ,50.29     ,26.69                   ,28.65,10.58               ,0.06                      ,0.84           ,9.45      ,8.17       ,9.65      ,9.44      ,8.92       ,48.63     ,51.77                ,3.26          ,51.98,0.10       ,-0.22          ,0.97                      ,9.41      ,9.23       ,9.39      ,50.96                ,25.00                   ,67.31   ,8.25                   ,-0.28          ,-0.26                     ,-58.69    , 
PLCE  ,-3.99      ,+147.67              ,113.78    ,488411    ,22.05    ,2.09B     ,71             ,-0.16                     ,43.09     ,117.16    ,3.37 ,-93.15      ,3.72                   ,-4.98             ,33.08                  ,118.02                 ,Specialty Retail                              ,NGM/NGS ,CHILDRENS PLACE INC      ,Apparel Retail                       ,1.60    ,119.05        ,113.75,300     ,345952       ,502055      ,141.18                  ,97.28                  ,No        ,118.50,119.60,113.85,98.48                 ,683809        ,492545     ,71.43                    ,99.16                 ,No                ,Consumer Discretionary,1.30          ,119.05    ,113.55,400     ,672247      ,123.68                    ,72.65                  ,41.67M         ,Yes                 ,B  ,--       ,B+                 ,45.45          ,9.09                  ,45.45           ,--                     ,--              ,11                ,2.00              ,102.34M   ,1.79B  ,102.34M ,17.59M            ,5.40    ,5.40      ,2.80      ,6.64        ,2.59      ,2.32      ,2.61      ,12.05                       ,5.73    ,185.97            ,-5.28 ,-6.62                  ,+0.87                      ,+22.03                 ,+12.71                  ,+90.73               ,+139.38              ,+50.38               ,+0.39     ,120.98       ,122.95   ,3.35                   ,98.15     ,66.92    ,96.28                   ,3.98                         ,-4.43   ,-0.55,+12.22                 ,-0.06                 ,+3.34                  ,+22.70                   ,+17.93               ,+18.92               ,+19.99            ,1               ,122.95    ,122.95  ,118.00      ,97.65   ,-46.63               ,5.83           ,-4.72    ,-0.46,-0.20                   ,+1.03                    ,+2.88                    ,+13.42                ,+45.21               ,+175.97              ,+50.59               ,+11.32            ,122.95     ,122.95    ,118.00   ,92.95  ,6.05         ,90.00            ,-0.23         ,0.95              ,--                   ,22.05                    ,4.26            ,--           ,17.94                ,1.17     ,119.01    ,106.92    ,99.19      ,115.92    ,103.30     ,59.38                ,56.16     ,23.13                   ,6.85 ,122.33              ,19.85                     ,13.08          ,105.97    ,92.03      ,118.31    ,109.81    ,101.20     ,54.98     ,59.83                ,3.73          ,45.94,4.09       ,16.38          ,14.85                     ,118.02    ,104.14     ,108.30    ,60.78                ,24.92                   ,67.20   ,113.71                 ,13.88          ,21.10                     ,-273.79   , 
CNC   ,-3.22      ,+128.95              ,69.38     ,1825282   ,20.91    ,12.34B    ,154            ,+0.79                     ,48.34     ,69.89     ,0.64 ,-40.41      ,0.80                   ,-0.31             ,16.46                  ,69.21                  ,Health Care Providers & Services              ,NYSE    ,CENTENE CORP             ,Managed Health Care                  ,--      ,71.67         ,69.37 ,200     ,1998942      ,1888337     ,91.31                   ,96.66                  ,Yes       ,71.69 ,71.87 ,69.39 ,94.09                 ,2262559       ,1849515    ,80.67                    ,98.69                 ,No                ,Health Care           ,--            ,71.67     ,69.36 ,200     ,2207928     ,110.46                    ,82.67                  ,142.56M        ,No                  ,B  ,***      ,B+                 ,55.56          ,16.67                 ,27.78           ,--                     ,--              ,18                ,1.72              ,561.00M   ,37.69B ,561.00M ,172.2M            ,3.43    ,3.43      ,2.88      ,4.69        ,2.25      ,1.47      ,0.02      ,13.74                       ,1.49    ,1235.67           ,-2.29 ,-1.93                  ,+3.56                      ,+8.42                  ,+6.96                   ,+0.81                ,+191.04              ,-0.15                ,+0.72     ,72.29        ,72.33    ,3.70                   ,65.03     ,50.00    ,99.20                   ,-0.16                        ,-3.20   ,+0.02,+12.15                 ,-0.02                 ,+2.25                  ,+13.32                   ,+26.83               ,+26.10               ,+13.93            ,3               ,72.33     ,73.23   ,71.31       ,65.03   ,-19.36               ,2.49           ,-2.31    ,+0.03,+0.56                   ,+2.46                    ,+3.24                    ,+4.66                 ,+15.74               ,+223.61              ,+6.42                ,+4.07             ,72.33      ,75.57     ,69.58    ,56.00  ,2.51         ,94.00            ,-0.02         ,0.90              ,--                   ,20.91                    ,--              ,77.85        ,15.28                ,0.33     ,69.87     ,68.51     ,63.10      ,69.68     ,66.05      ,60.54                ,53.43     ,22.67                   ,59.59,72.57               ,0.70                      ,8.34           ,67.52     ,65.39      ,69.27     ,68.00     ,65.65      ,53.22     ,56.04                ,1.28          ,78.63,0.50       ,5.75           ,11.52                     ,69.21     ,63.25      ,67.46     ,57.62                ,22.10                   ,87.44   ,65.85                  ,-1.18          ,6.95                      ,-99.52    , 
AAOI  ,-2.94      ,+127.60              ,51.65     ,1394773   ,30.38    ,998.71M   ,68             ,-2.65                     ,47.82     ,53.30     ,3.12 ,-62.91      ,14.32                  ,20.14             ,51.10                  ,52.62                  ,Communications Equipment                      ,NASDAQ  ,APPLIED OPTOELECTRONICS I,Communications Equipment             ,--      ,53.47         ,51.61 ,100     ,1983926      ,763559      ,70.30                   ,182.67                 ,No        ,53.21 ,53.90 ,51.64 ,65.35                 ,1689480       ,1175820    ,82.56                    ,118.62                ,No                ,Information Technology,--            ,53.47     ,51.27 ,300     ,1716483     ,85.71                     ,81.26                  ,111.53M        ,No                  ,C  ,--       ,--                 ,50.00          ,33.33                 ,16.67           ,--                     ,--              ,6                 ,1.67              ,31.23M    ,260.71M,31.23M  ,18.68M            ,1.76    ,1.76      ,0.65      ,3.39        ,0.28      ,-0.14     ,-3.56     ,17.50                       ,11.98   ,93.92             ,-1.82 ,-5.27                  ,+1.62                      ,+22.51                 ,+34.77                  ,+304.54              ,0.00                 ,+403.59              ,+2.76     ,57.90        ,60.19    ,6.29                   ,46.61     ,8.08     ,85.68                   ,2.87                         ,-3.41   ,-0.26,+27.94                 ,-0.12                 ,+0.74                  ,+72.69                   ,+128.11              ,+139.55              ,+15.90            ,14              ,60.09     ,60.19   ,53.17       ,46.61   ,-43.19               ,2.25           ,-1.56    ,-0.49,-1.46                   ,+0.85                    ,+1.41                    ,+13.79                ,+276.59              ,0.00                 ,+152.81              ,+10.48            ,60.19      ,60.19     ,53.17    ,21.88  ,2.63         ,100.00           ,-0.38         ,1.31              ,--                   ,30.38                    ,4.43            ,15.38        ,15.77                ,3.83     ,55.22     ,43.60     ,32.11      ,52.19     ,37.50      ,52.64                ,61.12     ,16.37                   ,37.09,59.65               ,2.01                      ,29.23          ,40.99     ,25.47      ,53.13     ,45.18     ,35.39      ,59.03     ,62.91                ,22.30         ,52.62,3.76       ,19.86          ,30.66                     ,52.62     ,34.39      ,43.27     ,61.42                ,25.77                   ,62.40   ,45.58                  ,-2.89          ,20.87                     ,5276.47   , 
SKX   ,-2.04      ,+125.37              ,26.15     ,2193500   ,17.07    ,3.59B     ,50             ,-1.98                     ,39.52     ,27.42     ,0.37 ,-98.97      ,5.38                   ,-3.13             ,17.60                  ,27.36                  ,Textiles Apparel & Luxury Goods               ,NYSE    ,SKECHERS U S A INC       ,Footwear                             ,--      ,26.80         ,26.15 ,700     ,3482864      ,2653533     ,62.96                   ,82.64                  ,No        ,26.70 ,26.77 ,26.16 ,68.09                 ,2337212       ,2296584    ,93.82                    ,95.48                 ,Yes               ,Consumer Discretionary,--            ,26.80     ,26.12 ,300     ,2282136     ,81.82                     ,96.09                  ,98.06M         ,No                  ,C  ,*****    ,B                  ,45.45          ,--                    ,45.45           ,--                     ,9.09            ,11                ,2.27              ,285.36M   ,3.58B  ,285.36M ,133.77M           ,1.57    ,1.57      ,1.50      ,1.78        ,0.91      ,0.36      ,0.06      ,12.00                       ,6.81    ,518.43            ,-0.64 ,-1.44                  ,-2.04                      ,+2.40                  ,+3.34                   ,+14.52               ,+547.41              ,-7.64                ,+0.29     ,27.60        ,30.00    ,7.43                   ,25.16     ,18.81    ,94.62                   ,6.19                         ,-2.41   ,-0.10,+1.16                  ,-0.13                 ,-0.35                  ,+9.84                    ,+9.03                ,+11.68               ,+19.47            ,2               ,30.00     ,30.00   ,26.72       ,25.16   ,-7.31                ,0.62           ,-0.54    ,-0.37,-0.54                   ,-0.56                    ,-1.29                    ,+0.87                 ,-9.85                ,+289.36              ,+19.87               ,+12.87            ,30.00      ,34.20     ,26.72    ,22.30  ,0.65         ,80.00            ,-0.04         ,0.73              ,--                   ,17.07                    ,2.59            ,3.98         ,15.06                ,1.00     ,27.94     ,26.15     ,24.60      ,27.29     ,25.76      ,44.13                ,50.82     ,28.61                   ,1.03 ,29.53               ,1.34                      ,1.13           ,25.99     ,25.02      ,27.77     ,26.45     ,25.70      ,49.67     ,52.16                ,11.07         ,17.61,0.59       ,2.90           ,1.58                      ,27.36     ,25.31      ,26.24     ,51.78                ,22.91                   ,32.29   ,25.19                  ,0.90           ,3.29                      ,-1189.54  , 
XNCR  ,-2.64      ,+103.92              ,23.61     ,109034    ,43.38    ,1.13B     ,21             ,+2.48                     ,45.71     ,23.92     ,-0.16,-66.80      ,0.54                   ,6.72              ,16.66                  ,24.03                  ,Biotechnology                                 ,NASDAQ  ,XENCOR INC               ,Biotechnology                        ,--      ,24.29         ,23.61 ,100     ,232885       ,271774      ,46.82                   ,40.12                  ,No        ,24.25 ,24.53 ,23.69 ,76.14                 ,233581        ,245742     ,46.68                    ,44.37                 ,No                ,Health Care           ,--            ,24.29     ,23.61 ,100     ,236796      ,32.97                     ,46.05                  ,5.53M          ,No                  ,B  ,--       ,--                 ,60.00          ,20.00                 ,20.00           ,--                     ,--              ,5                 ,1.60              ,23.62M    ,87.52M ,23.62M  ,46.57M            ,0.56    ,0.56      ,-0.45     ,-1.15       ,-0.52     ,-3.85     ,-118.86   ,--                          ,26.99   ,1054.46           ,-0.68 ,-0.41                  ,+1.10                      ,+0.17                  ,+0.78                   ,+56.14               ,0.00                 ,+25.96               ,+2.14     ,25.24        ,26.49    ,4.85                   ,22.80     ,10.95    ,99.46                   ,1.21                         ,-2.80   ,-0.04,-3.14                  ,0.00                  ,+0.07                  ,+0.71                    ,-7.71                ,-9.12                ,+9.92             ,5               ,25.24     ,28.64   ,23.86       ,22.80   ,-12.66               ,0.92           ,-0.64    ,-0.16,+0.59                   ,+0.27                    ,+0.29                    ,+0.19                 ,+78.24               ,0.00                 ,-2.33                ,+7.44             ,25.28      ,29.38     ,22.96    ,21.09  ,0.93         ,12.00            ,-0.01         ,1.86              ,--                   ,43.38                    ,3.73            ,--           ,--                   ,12.93    ,23.78     ,23.98     ,24.09      ,23.99     ,23.86      ,53.38                ,49.51     ,15.33                   ,33.20,25.05               ,-0.98                     ,-2.20          ,24.01     ,22.74      ,23.90     ,24.15     ,23.59      ,48.19     ,50.79                ,23.34         ,48.70,-0.14      ,-0.35          ,-0.54                     ,24.03     ,24.79      ,24.15     ,50.41                ,24.67                   ,43.13   ,23.00                  ,-0.93          ,-0.17                     ,234.27    , 
WST   ,-1.55      ,+89.75               ,80.65     ,109404    ,42.93    ,6.01B     ,51             ,+0.51                     ,41.58     ,81.49     ,-0.46,-62.32      ,--                     ,0.90              ,18.49                  ,81.42                  ,Health Care Equipment & Supplies              ,NYSE    ,WEST PHARMACEUTICAL SVSC ,Health Care Supplies                 ,0.52    ,81.99         ,80.64 ,300     ,247103       ,369996      ,44.27                   ,29.57                  ,No        ,81.92 ,82.06 ,80.71 ,95.12                 ,332639        ,345727     ,32.89                    ,31.64                 ,Yes               ,Health Care           ,0.60          ,81.99     ,80.65 ,300     ,335859      ,33.82                     ,32.57                  ,20.17M         ,No                  ,B  ,--       ,B+                 ,50.00          ,16.67                 ,16.67           ,16.67                  ,--              ,6                 ,2.00              ,143.60M   ,1.51B  ,143.60M ,73.33M            ,1.91    ,1.91      ,1.30      ,2.50        ,1.75      ,1.57      ,1.15      ,18.31                       ,9.52    ,209.60            ,-1.34 ,-0.85                  ,+0.71                      ,+1.22                  ,-1.92                   ,+37.53               ,+302.92              ,+8.07                ,+0.93     ,82.46        ,83.28    ,6.24                   ,79.06     ,68.22    ,100.00                  ,0.97                         ,-1.63   ,-0.07,-4.34                  ,-0.01                 ,+0.54                  ,+1.51                    ,-3.20                ,-3.65                ,+13.41            ,8               ,82.46     ,88.30   ,81.50       ,79.06   ,-12.43               ,1.41           ,-1.27    ,-0.09,+0.41                   ,+0.57                    ,+0.66                    ,-1.60                 ,+18.50               ,+159.95              ,+9.91                ,+8.42             ,83.28      ,88.30     ,80.93    ,79.06  ,1.41         ,20.00            ,0.00          ,1.85              ,--                   ,42.93                    ,6.05            ,20.33        ,32.75                ,3.98     ,81.09     ,83.11     ,81.49      ,81.65     ,81.93      ,52.62                ,48.10     ,23.68                   ,37.68,83.24               ,0.60                      ,-5.98          ,83.43     ,80.25      ,81.44     ,82.39     ,81.50      ,45.56     ,50.01                ,12.93         ,55.85,-0.58      ,-4.97          ,-3.04                     ,81.42     ,83.08      ,82.42     ,48.72                ,18.26                   ,61.90   ,79.59                  ,-0.54          ,-4.44                     ,41.37     , 
