Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume   ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                         ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap   ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
EGRX  ,-1.12      ,+486.92              ,82.28     ,100809   ,16.72    ,1.26B     ,11             ,+1.87                     ,58.37     ,80.19     ,2.01 ,-20.52      ,53.94                  ,28.03             ,16.11                  ,79.50                  ,Biotechnology                                 ,NASDAQ  ,EAGLE PHARMACEUTICALS INC,Biotechnology                        ,--      ,82.92         ,82.15 ,100     ,267445       ,358154      ,37.69                   ,28.15                  ,No        ,83.21 ,83.21 ,82.34 ,67.13                 ,283763        ,320482     ,35.53                    ,31.46                 ,No                ,Health Care           ,--            ,82.92     ,81.18 ,100     ,280818      ,39.38                     ,35.90                  ,21.43M         ,Yes                 ,C  ,--       ,--                 ,25.00          ,50.00                 ,--              ,--                     ,25.00           ,4                 ,2.50              ,81.45M    ,189.48M,81.45M  ,15.23M            ,4.96    ,4.96      ,0.16      ,3.79        ,-1.54     ,-3.25     ,-14.11    ,15.00                       ,42.99   ,2310.76           ,-0.64 ,+5.10                  ,+4.30                      ,+10.29                 ,+12.40                  ,+95.11               ,0.00                 ,+61.35               ,+1.47     ,83.05        ,83.81    ,4.57                   ,71.06     ,33.02    ,46.06                   ,-2.26                        ,-0.78   ,+0.29 ,+2.02                  ,+0.06                 ,+3.90                  ,+14.17                   ,+4.51                ,-2.87                ,+67.44            ,0               ,83.81     ,86.00   ,79.23       ,71.06   ,-48.16               ,0.94           ,-0.94    ,+0.35,+1.52                   ,+3.42                    ,+4.94                    ,+9.15                 ,+106.51              ,0.00                 ,+28.35               ,+48.07            ,83.81      ,87.78     ,77.06    ,61.10  ,2.03         ,29.00            ,-1.10         ,0.72              ,--                   ,16.72                    ,16.27           ,--           ,21.91                ,6.66     ,81.17     ,74.11     ,73.32      ,79.44     ,73.37      ,60.56                ,55.47     ,13.72                   ,79.48,84.13               ,4.97                      ,3.48           ,74.00     ,65.32      ,80.41     ,76.45     ,72.24      ,56.83     ,55.91                ,6.95          ,76.99,2.02       ,16.26          ,4.59                      ,79.50     ,75.26      ,75.79     ,57.60                ,15.76                   ,74.45   ,74.87                  ,5.59           ,16.17                     ,957.76    , 
EW    ,-1.28      ,+169.50              ,94.39     ,1589298  ,36.73    ,20.37B    ,122            ,+1.21                     ,53.84     ,93.92     ,0.57 ,-28.76      ,28.13                  ,18.52             ,19.34                  ,93.24                  ,Health Care Equipment & Supplies              ,NYSE    ,EDWARDS LIFESCIENCES CORP,Health Care Equipment                ,--      ,95.87         ,94.38 ,100     ,1706073      ,2308939     ,93.16                   ,68.83                  ,Yes       ,95.61 ,96.49 ,94.41 ,88.19                 ,2337616       ,2339192    ,67.99                    ,67.94                 ,No                ,Health Care           ,--            ,95.87     ,93.57 ,200     ,2271143     ,84.96                     ,69.98                  ,161.20M        ,No                  ,D  ,****     ,B+                 ,48.00          ,24.00                 ,24.00           ,--                     ,4.00            ,25                ,1.88              ,569.50M   ,2.96B  ,569.50M ,212.5M            ,2.61    ,2.61      ,2.25      ,3.40        ,3.74      ,1.71      ,1.23      ,16.91                       ,19.22   ,267.00            ,-1.48 ,-0.16                  ,+2.82                      ,-1.72                  ,+2.09                   ,+31.12               ,+168.21              ,-4.53                ,+0.60     ,96.35        ,96.35    ,25.27                  ,89.20     ,81.12    ,71.87                   ,-0.79                        ,-1.54   ,-0.26 ,+0.59                  ,+0.02                 ,+2.51                  ,-1.76                    ,+2.32                ,+13.51               ,+22.24            ,24              ,96.35     ,100.48  ,94.47       ,89.20   ,-12.45               ,2.10           ,-1.22    ,-0.27,+1.15                   ,+2.63                    ,+2.69                    ,+1.96                 ,+9.45                ,+132.61              ,-18.34               ,+13.30            ,96.35      ,121.75    ,92.35    ,86.55  ,2.92         ,52.00            ,-0.82         ,1.59              ,--                   ,36.73                    ,11.35           ,31.40        ,28.17                ,6.87     ,94.19     ,93.28     ,95.21      ,93.69     ,95.09      ,63.75                ,49.39     ,17.25                   ,71.24,96.45               ,1.21                      ,0.68           ,93.91     ,101.35     ,93.64     ,93.51     ,95.68      ,51.13     ,50.74                ,17.13         ,86.03,0.33       ,-2.08          ,3.16                      ,93.24     ,91.86      ,93.74     ,53.68                ,24.37                   ,84.23   ,90.03                  ,0.35           ,-1.43                     ,5136.84   , 
BEAT  ,-1.39      ,+163.89              ,28.40     ,440157   ,16.06    ,797.23M   ,26             ,+3.96                     ,68.59     ,26.88     ,0.68 ,-15.52      ,42.00                  ,24.82             ,28.14                  ,26.69                  ,Health Care Providers & Services              ,NASDAQ  ,BIOTELEMETRY INC         ,Health Care Services                 ,--      ,28.10         ,28.30 ,500     ,421943       ,318403      ,104.32                  ,138.24                 ,No        ,28.80 ,28.95 ,28.40 ,84.00                 ,364054        ,327396     ,120.90                   ,134.44                ,No                ,Health Care           ,--            ,28.10     ,28.00 ,400     ,394878      ,47.84                     ,111.47                 ,11.41M         ,Yes                 ,A  ,--       ,B-                 ,75.00          ,25.00                 ,--              ,--                     ,--              ,4                 ,1.25              ,53.44M    ,198.40M,53.44M  ,28.37M            ,1.75    ,1.75      ,0.26      ,0.89        ,-0.37     ,-0.29     ,-0.49     ,16.43                       ,26.93   ,182.52            ,+0.30 ,+2.65                  ,+5.28                      ,+6.47                  ,+14.76                  ,+162.07              ,+766.45              ,+46.10               ,+0.94     ,28.30        ,28.30    ,-1.65                  ,25.15     ,10.96    ,58.00                   ,-5.24                        ,+1.06   ,+0.70 ,+6.05                  ,+0.08                 ,+1.56                  ,+29.89                   ,+25.73               ,+30.85               ,+49.75            ,1               ,28.30     ,28.30   ,26.20       ,25.15   ,-17.04               ,0.55           ,-0.40    ,+2.49,+1.07                   ,+1.41                    ,+5.87                    ,+3.61                 ,+124.66              ,+981.30              ,+37.79               ,+33.07            ,28.30      ,27.30     ,25.40    ,21.05  ,0.95         ,87.00            ,-0.40         ,0.70              ,--                   ,16.06                    ,12.34           ,17.30        ,31.43                ,4.02     ,27.07     ,24.94     ,22.03      ,26.64     ,23.38      ,66.65                ,62.48     ,16.04                   ,84.48,28.28               ,2.25                      ,6.05           ,24.51     ,20.55      ,26.91     ,25.21     ,22.80      ,64.04     ,61.92                ,36.18         ,75.94,0.66       ,6.15           ,5.35                      ,26.69     ,22.68      ,24.79     ,63.21                ,34.22                   ,56.20   ,25.10                  ,2.95           ,5.45                      ,1403.33   , 
BSBR  ,-3.23      ,+130.05              ,9.00      ,8057731  ,17.55    ,37.46B    ,55             ,+1.10                     ,23.63     ,10.03     ,-0.27,-96.20      ,15.79                  ,-34.70            ,25.60                  ,10.29                  ,Banks                                         ,NYSE    ,BANCO SANTANDER BRASIL  -,Diversified Banks                    ,0.43    ,9.77          ,9.00  ,14800   ,1995395      ,1360022     ,403.82                  ,592.47                 ,No        ,9.30  ,9.32  ,9.01  ,0.62                  ,1565323       ,1447585    ,514.76                   ,556.63                ,No                ,Financials            ,4.40          ,9.77      ,8.94  ,3400    ,1529798     ,280.12                    ,526.72                 ,19.65M         ,No                  ,-- ,--       ,--                 ,--             ,--                    ,--              ,71.43                  ,28.57           ,7                 ,4.29              ,2.13B     ,27.27B ,2.13B   ,7.56B             ,0.56    ,0.56      ,0.74      ,--          ,0.43      ,0.43      ,0.41      ,9.34                        ,5.89    ,--                ,-0.77 ,-2.17                  ,-5.02                      ,+0.9515                ,-5.05                   ,+153.00              ,+53.04               ,+139.81              ,+1.47     ,9.90         ,11.28    ,2.43                   ,9.68      ,4.10     ,84.21                   ,11.58                        ,-7.88   ,-0.47 ,-0.27                  ,-0.10                 ,-0.6782                ,+10.79                   ,+14.55               ,+38.48               ,+8.49             ,2               ,10.50     ,11.75   ,9.68        ,9.68    ,-4.84                ,0.32           ,-0.30    ,-4.81,+0.106                  ,-0.5165                  ,-6.49                    ,-0.5198               ,+126.53              ,+92.29               ,+63.20               ,+1.12             ,11.28      ,11.75     ,9.68     ,8.98   ,0.38         ,91.00            ,-0.06         ,0.76              ,--                   ,17.55                    ,2.23            ,--           ,--                   ,2.71     ,9.95      ,10.42     ,9.05       ,10.14     ,9.43       ,35.05                ,47.63     ,35.96                   ,3.80 ,11.33               ,-1.35                     ,-0.02          ,10.25     ,7.94       ,10.04     ,10.10     ,9.17       ,41.76     ,51.76                ,49.76         ,9.37 ,-0.14      ,-0.86          ,0.91                      ,10.29     ,9.35       ,9.98      ,47.63                ,12.06                   ,10.00   ,9.24                   ,-1.96          ,-0.25                     ,-10363.57 , 
AAOI  ,-2.11      ,+113.17              ,58.75     ,1703955  ,34.02    ,1.12B     ,115            ,+7.78                     ,70.34     ,52.15     ,4.22 ,-10.57      ,55.04                  ,25.75             ,58.25                  ,51.66                  ,Communications Equipment                      ,NASDAQ  ,APPLIED OPTOELECTRONICS I,Communications Equipment             ,--      ,59.88         ,58.73 ,100     ,2149486      ,709384      ,79.27                   ,240.20                 ,No        ,60.02 ,60.09 ,58.78 ,66.09                 ,1590455       ,1106156    ,107.14                   ,154.04                ,No                ,Information Technology,--            ,59.88     ,57.12 ,100     ,1828867     ,46.08                     ,93.17                  ,118.01M        ,No                  ,C  ,--       ,--                 ,50.00          ,33.33                 ,16.67           ,--                     ,--              ,6                 ,1.67              ,31.23M    ,260.71M,31.23M  ,18.68M            ,1.76    ,1.76      ,0.65      ,3.39        ,0.28      ,-0.14     ,-3.56     ,17.50                       ,11.98   ,93.92             ,-1.13 ,+12.33                 ,+15.90                     ,+30.23                 ,+56.59                  ,+290.77              ,0.00                 ,+335.26              ,+2.81     ,60.19        ,60.19    ,-3.95                  ,45.60     ,8.08     ,44.96                   ,-11.74                       ,-1.88   ,+0.14 ,+35.04                 ,+0.22                 ,+9.25                  ,+101.99                  ,+155.46              ,+85.39               ,+15.90            ,3               ,60.19     ,60.19   ,52.57       ,40.54   ,-49.04               ,1.34           ,-1.27    ,+0.23,+4.32                   ,+8.22                    ,+18.27                   ,+21.64                ,+248.45              ,0.00                 ,+172.52              ,+10.48            ,60.19      ,56.14     ,47.06    ,21.88  ,2.97         ,100.00           ,-1.63         ,1.47              ,--                   ,34.02                    ,4.95            ,15.38        ,17.66                ,4.29     ,52.25     ,41.18     ,30.78      ,50.63     ,35.68      ,74.24                ,68.93     ,7.54                    ,89.43,58.46               ,12.42                     ,34.48          ,38.34     ,24.35      ,51.86     ,43.06     ,33.70      ,69.62     ,70.21                ,63.22         ,91.80,3.94       ,28.34          ,35.49                     ,51.66     ,32.73      ,41.18     ,71.37                ,33.47                   ,79.51   ,44.86                  ,12.83          ,28.73                     ,5764.83   , 
NTDOY ,-1.34      ,+109.17              ,29.82     ,199331   ,40.36    ,34.51B    ,23             ,+0.22                     ,62.85     ,28.92     ,1.10 ,-27.21      ,41.67                  ,20.69             ,25.88                  ,28.05                  ,Software                                      ,OTC     ,NINTENDO CO LTD          ,Home Entertainment Software          ,0.18    ,30.43         ,29.82 ,3300    ,542720       ,372292      ,36.73                   ,53.54                  ,No        ,30.23 ,30.24 ,29.84 ,41.64                 ,435258        ,335699     ,45.80                    ,59.38                 ,No                ,Information Technology,0.60          ,30.46     ,29.52 ,1100    ,410057      ,96.11                     ,48.61                  ,16.39M         ,No                  ,-- ,--       ,--                 ,100.00         ,--                    ,--              ,--                     ,--              ,2                 ,1.00              ,137.43M   ,4.20B  ,137.43M ,141.67M           ,0.75    ,0.14      ,0.37      ,--          ,-0.19     ,0.06      ,-0.35     ,-211.61                     ,0.03    ,828.81            ,-0.64 ,+4.07                  ,+8.58                      ,+1.76                  ,+14.55                  ,+64.77               ,+64.40               ,+41.61               ,+0.73     ,30.50        ,30.96    ,7.09                   ,25.00     ,16.83    ,58.33                   ,-3.92                        ,-2.10   ,-0.24 ,+3.81                  ,+0.03                 ,+2.74                  ,+6.12                    ,+15.71               ,-13.83               ,+6.84             ,2               ,30.96     ,30.96   ,30.17       ,25.00   ,-12.69               ,0.42           ,-0.40    ,-0.77,+0.07                   ,+2.41                    ,+9.88                    ,+3.87                 ,+62.93               ,+128.38              ,-4.19                ,+5.89             ,30.96      ,37.33     ,29.04    ,24.12  ,0.72         ,92.00            ,-0.30         ,1.75              ,--                   ,212.97                   ,2.86            ,--           ,--                   ,1.03     ,29.46     ,26.68     ,28.24      ,28.50     ,27.48      ,71.32                ,54.70     ,24.67                   ,72.79,31.45               ,4.12                      ,3.90           ,26.63     ,27.73      ,28.65     ,27.55     ,27.39      ,58.14     ,56.12                ,21.50         ,81.07,0.86       ,4.41           ,4.70                      ,28.05     ,27.70      ,27.51     ,60.80                ,38.19                   ,86.40   ,24.66                  ,3.72           ,5.06                      ,1301.42   , 
NI    ,-0.82      ,+95.90               ,23.61     ,1143461  ,23.33    ,7.70B     ,31             ,+0.17                     ,52.48     ,23.57     ,0.20 ,-49.98      ,18.75                  ,-2.27             ,29.96                  ,23.56                  ,Multi-Utilities                               ,NYSE    ,NISOURCE INC             ,Multi-Utilities                      ,0.70    ,23.81         ,23.60 ,2000    ,2866666      ,2949945     ,39.89                   ,38.76                  ,Yes       ,23.80 ,23.80 ,23.61 ,84.39                 ,3234721       ,3093964    ,35.35                    ,36.96                 ,No                ,Utilities             ,2.90          ,23.81     ,23.56 ,800     ,3203116     ,55.89                     ,35.70                  ,68.05M         ,No                  ,B  ,***      ,B+                 ,26.67          ,6.67                  ,53.33           ,13.33                  ,--              ,15                ,2.53              ,331.50M   ,4.49B  ,331.50M ,323.45M           ,1.02    ,1.02      ,0.90      ,1.16        ,1.67      ,1.70      ,1.38      ,6.88                        ,7.38    ,561.07            ,-0.20 ,+0.02                  ,+1.06                      ,+1.11                  ,+4.32                   ,+55.33               ,+205.95              ,+2.40                ,+0.14     ,24.04        ,24.28    ,3.14                   ,22.96     ,21.17    ,81.25                   ,-0.47                        ,-0.86   ,-0.01 ,+1.44                  ,0.00                  ,+0.20                  ,+4.87                    ,+8.39                ,+9.84                ,+8.38             ,0               ,24.07     ,24.28   ,23.65       ,22.96   ,-2.39                ,0.20           ,-0.20    ,-0.04,+0.04                   ,+0.25                    ,+0.87                    ,+0.99                 ,+6.64                ,+149.48              ,+1.40                ,+1.83             ,24.28      ,26.94     ,23.19    ,21.65  ,0.24         ,70.00            ,-0.05         ,1.01              ,--                   ,23.33                    ,3.60            ,149.41       ,20.56                ,1.71     ,23.62     ,22.95     ,22.52      ,23.50     ,22.96      ,58.60                ,53.25     ,12.79                   ,50.02,24.12               ,0.01                      ,1.37           ,22.83     ,23.53      ,23.49     ,23.12     ,22.95      ,54.74     ,54.34                ,37.60         ,62.15,0.21       ,1.77           ,1.86                      ,23.56     ,22.48      ,23.05     ,56.67                ,28.21                   ,64.65   ,23.00                  ,-0.30          ,1.78                      ,-895.42   , 
SNX   ,-5.52      ,+95.84               ,111.49    ,412204   ,20.11    ,4.72B     ,55             ,+2.15                     ,29.97     ,116.91    ,-0.92,-80.49      ,25.56                  ,2.83              ,15.91                  ,117.49                 ,Electronic Equipment Instruments & Components ,NYSE    ,SYNNEX CORP              ,Technology Distributors              ,1.00    ,118.32        ,111.46,100     ,160013       ,197387      ,257.61                  ,208.83                 ,No        ,118.00,118.74,111.56,73.86                 ,137458        ,181921     ,299.88                   ,226.58                ,Yes               ,Information Technology,0.80          ,118.32    ,109.00,100     ,135356      ,201.17                    ,304.53                 ,18.63M         ,No                  ,A  ,***      ,B+                 ,--             ,--                    ,100.00          ,--                     ,--              ,4                 ,3.00              ,235.00M   ,14.06B ,235.00M ,39.92M            ,5.88    ,5.88      ,5.24      ,7.62        ,4.57      ,3.02      ,3.96      ,2.00                        ,1.67    ,133.29            ,-6.83 ,-6.76                  ,+0.71                      ,+2.57                  ,-1.06                   ,+50.25               ,+178.99              ,+29.16               ,+1.07     ,118.67       ,121.76   ,10.50                  ,114.27    ,77.54    ,74.44                   ,5.05                         ,-5.77   ,-0.32 ,-10.63                 ,-0.03                 ,+0.45                  ,+2.22                    ,-2.04                ,+0.20                ,+12.45            ,1               ,119.81    ,129.23  ,115.70      ,114.27  ,-31.46               ,7.25           ,-6.51    ,-0.27,+2.49                   ,+0.83                    ,+0.38                    ,-1.27                 ,+22.76               ,+197.79              ,+10.60               ,+4.86             ,121.76     ,129.24    ,114.27   ,114.27 ,9.74         ,21.00            ,-2.49         ,0.87              ,--                   ,20.11                    ,3.93            ,30.86        ,15.52                ,0.34     ,117.26    ,118.74    ,116.43     ,117.25    ,116.58     ,52.82                ,45.60     ,34.15                   ,19.51,121.39              ,-0.55                     ,-11.32         ,119.48    ,110.47     ,117.12    ,118.16    ,115.50     ,40.74     ,51.51                ,43.58         ,36.41,-0.58      ,-8.16          ,-3.64                     ,117.49    ,118.57     ,118.07    ,50.01                ,13.42                   ,35.77   ,113.59                 ,-5.43          ,-1.80                     ,65.46     , 
CBRL  ,-1.02      ,+83.71               ,155.98    ,197515   ,18.82    ,3.78B     ,28             ,+0.41                     ,35.95     ,158.64    ,-1.26,-93.42      ,7.57                   ,-11.29            ,15.22                  ,159.70                 ,Hotels Restaurants & Leisure                  ,NGM/NGS ,CRACKER BARREL OLD CTRY S,Restaurants                          ,7.85    ,157.13        ,155.80,200     ,272782       ,339083      ,72.41                   ,58.25                  ,No        ,157.58,157.99,155.98,66.71                 ,291795        ,326718     ,67.69                    ,60.45                 ,Yes               ,Consumer Discretionary,5.00          ,157.13    ,155.81,700     ,290499      ,85.60                     ,67.99                  ,42.74M         ,No                  ,D  ,--       ,A                  ,11.11          ,--                    ,77.78           ,11.11                  ,--              ,9                 ,2.89              ,189.30M   ,2.91B  ,189.30M ,24.04M            ,8.35    ,7.86      ,6.82      ,8.24        ,5.51      ,4.90      ,4.40      ,9.14                        ,6.50    ,39.90             ,-1.16 ,-6.28                  ,-1.61                      ,+3.29                  ,-1.89                   ,+11.27               ,+241.52              ,+11.04               ,+0.34     ,157.76       ,165.16   ,17.05                  ,155.25    ,130.15   ,92.43                   ,1.93                         ,-0.74   ,+0.45 ,-11.04                 ,-0.01                 ,-2.98                  ,+2.14                    ,-5.21                ,-0.35                ,+35.42            ,6               ,160.57    ,169.07  ,155.25      ,155.25  ,-25.66               ,2.02           ,-1.60    ,+0.29,+0.64                   ,-2.57                    ,-1.86                    ,-3.02                 ,+9.57                ,+128.79              ,+7.54                ,+13.37            ,165.16     ,175.04    ,155.25   ,155.25 ,2.18         ,16.00            ,-0.17         ,0.82              ,--                   ,19.99                    ,7.16            ,80.17        ,19.07                ,1.30     ,158.80    ,160.13    ,155.78     ,159.12    ,158.51     ,40.10                ,48.07     ,26.07                   ,6.58 ,164.77              ,-4.34                     ,-12.54         ,160.19    ,155.74     ,158.98    ,159.94    ,157.84     ,45.10     ,48.97                ,19.93         ,14.41,-0.77      ,-3.90          ,-11.63                    ,159.70    ,160.21     ,159.77    ,46.57                ,17.40                   ,13.04   ,154.63                 ,-5.18          ,-1.52                     ,-457.49   , 
SVMLF ,-5.14      ,+80.91               ,3.32      ,130740   ,20.92    ,594.40M   ,21             ,+2.07                     ,40.47     ,3.55      ,-0.03,-92.98      ,13.79                  ,-0.23             ,12.19                  ,3.58                   ,Metals & Mining                               ,OTC     ,SILVERCORP METALS INC    ,Silver                               ,0.01    ,3.55          ,3.32  ,4200    ,91106        ,190601      ,143.50                  ,68.59                  ,No        ,3.50  ,3.57  ,3.35  ,23.07                 ,173123        ,225331     ,75.52                    ,58.02                 ,No                ,Materials             ,0.40          ,3.55      ,3.28  ,1600    ,195433      ,127.91                    ,66.90                  ,321.00K        ,No                  ,-- ,--       ,--                 ,--             ,--                    ,--              ,100.00                 ,--              ,1                 ,4.00              ,9.94M     ,107.94M,9.94M   ,167.4M            ,0.17    ,0.04      ,-0.60     ,0.19        ,-0.24     ,0.16      ,0.43      ,65.00                       ,5.87    ,101.45            ,-0.23 ,-0.45                  ,-0.77                      ,+0.5632                ,+4.97                   ,+179.82              ,-46.36               ,+132.67              ,+1.34     ,3.56         ,4.45     ,0.93                   ,3.33      ,0.91     ,86.21                   ,6.49                         ,-6.48   ,-0.05 ,+0.99                  ,-0.09                 ,-0.0859                ,+18.86                   ,+51.36               ,+51.57               ,+16.09            ,4               ,3.73      ,4.50    ,3.46        ,3.33    ,-2.37                ,0.25           ,-0.18    ,-1.41,+0.072                  ,-0.0275                  ,-2.36                    ,+0.1681               ,+177.87              ,-7.41                ,+44.34               ,+10.13            ,4.05       ,4.50      ,3.39     ,2.33   ,0.29         ,99.00            ,-0.04         ,0.91              ,--                   ,94.90                    ,2.54            ,--           ,18.68                ,5.51     ,3.54      ,3.50      ,2.96       ,3.57      ,--         ,48.30                ,--        ,27.87                   ,7.02 ,3.92                ,-0.11                     ,0.82           ,3.36      ,2.95       ,3.54      ,3.45      ,--         ,49.07     ,50.00                ,17.61         ,26.32,--         ,0.40           ,1.31                      ,3.58      ,3.02       ,3.39      ,51.95                ,19.52                   ,30.37   ,3.24                   ,-0.53          ,0.68                      ,-3.81     , 
